marker_0_x,marker_0_y,marker_0_z,marker_1_x,marker_1_y,marker_1_z,marker_2_x,marker_2_y,marker_2_z,marker_3_x,marker_3_y,marker_3_z,marker_4_x,marker_4_y,marker_4_z,marker_5_x,marker_5_y,marker_5_z,marker_6_x,marker_6_y,marker_6_z,marker_7_x,marker_7_y,marker_7_z,marker_8_x,marker_8_y,marker_8_z,marker_9_x,marker_9_y,marker_9_z,marker_10_x,marker_10_y,marker_10_z,marker_11_x,marker_11_y,marker_11_z,marker_12_x,marker_12_y,marker_12_z,marker_13_x,marker_13_y,marker_13_z,marker_14_x,marker_14_y,marker_14_z,marker_15_x,marker_15_y,marker_15_z,marker_16_x,marker_16_y,marker_16_z,marker_17_x,marker_17_y,marker_17_z,marker_18_x,marker_18_y,marker_18_z,marker_19_x,marker_19_y,marker_19_z,marker_20_x,marker_20_y,marker_20_z,marker_21_x,marker_21_y,marker_21_z,marker_22_x,marker_22_y,marker_22_z,marker_23_x,marker_23_y,marker_23_z,marker_24_x,marker_24_y,marker_24_z,marker_25_x,marker_25_y,marker_25_z,marker_26_x,marker_26_y,marker_26_z,marker_27_x,marker_27_y,marker_27_z,marker_28_x,marker_28_y,marker_28_z,marker_29_x,marker_29_y,marker_29_z,marker_30_x,marker_30_y,marker_30_z,marker_31_x,marker_31_y,marker_31_z,marker_32_x,marker_32_y,marker_32_z,marker_33_x,marker_33_y,marker_33_z,marker_34_x,marker_34_y,marker_34_z,marker_35_x,marker_35_y,marker_35_z,marker_36_x,marker_36_y,marker_36_z,marker_37_x,marker_37_y,marker_37_z,marker_38_x,marker_38_y,marker_38_z,marker_39_x,marker_39_y,marker_39_z,marker_40_x,marker_40_y,marker_40_z,marker_41_x,marker_41_y,marker_41_z,marker_42_x,marker_42_y,marker_42_z,marker_43_x,marker_43_y,marker_43_z,marker_44_x,marker_44_y,marker_44_z,marker_45_x,marker_45_y,marker_45_z,marker_46_x,marker_46_y,marker_46_z,marker_47_x,marker_47_y,marker_47_z,marker_48_x,marker_48_y,marker_48_z,marker_49_x,marker_49_y,marker_49_z,marker_50_x,marker_50_y,marker_50_z,marker_51_x,marker_51_y,marker_51_z,marker_52_x,marker_52_y,marker_52_z,marker_53_x,marker_53_y,marker_53_z,marker_54_x,marker_54_y,marker_54_z,marker_55_x,marker_55_y,marker_55_z,marker_56_x,marker_56_y,marker_56_z,marker_57_x,marker_57_y,marker_57_z,marker_58_x,marker_58_y,marker_58_z,marker_59_x,marker_59_y,marker_59_z,marker_60_x,marker_60_y,marker_60_z,marker_61_x,marker_61_y,marker_61_z,marker_62_x,marker_62_y,marker_62_z,marker_63_x,marker_63_y,marker_63_z,marker_64_x,marker_64_y,marker_64_z,marker_65_x,marker_65_y,marker_65_z,marker_66_x,marker_66_y,marker_66_z,marker_67_x,marker_67_y,marker_67_z,marker_68_x,marker_68_y,marker_68_z,marker_69_x,marker_69_y,marker_69_z,marker_70_x,marker_70_y,marker_70_z,marker_71_x,marker_71_y,marker_71_z,marker_72_x,marker_72_y,marker_72_z,marker_73_x,marker_73_y,marker_73_z,marker_74_x,marker_74_y,marker_74_z,marker_75_x,marker_75_y,marker_75_z,marker_76_x,marker_76_y,marker_76_z,marker_77_x,marker_77_y,marker_77_z,marker_78_x,marker_78_y,marker_78_z,marker_79_x,marker_79_y,marker_79_z,marker_80_x,marker_80_y,marker_80_z,marker_81_x,marker_81_y,marker_81_z,marker_82_x,marker_82_y,marker_82_z,marker_83_x,marker_83_y,marker_83_z,marker_84_x,marker_84_y,marker_84_z,marker_85_x,marker_85_y,marker_85_z,marker_86_x,marker_86_y,marker_86_z,marker_87_x,marker_87_y,marker_87_z,marker_88_x,marker_88_y,marker_88_z,marker_89_x,marker_89_y,marker_89_z,marker_90_x,marker_90_y,marker_90_z,marker_91_x,marker_91_y,marker_91_z,marker_92_x,marker_92_y,marker_92_z,marker_93_x,marker_93_y,marker_93_z,marker_94_x,marker_94_y,marker_94_z,marker_95_x,marker_95_y,marker_95_z,marker_96_x,marker_96_y,marker_96_z,marker_97_x,marker_97_y,marker_97_z,marker_98_x,marker_98_y,marker_98_z,marker_99_x,marker_99_y,marker_99_z,marker_100_x,marker_100_y,marker_100_z,marker_101_x,marker_101_y,marker_101_z,marker_102_x,marker_102_y,marker_102_z,marker_103_x,marker_103_y,marker_103_z,marker_104_x,marker_104_y,marker_104_z,marker_105_x,marker_105_y,marker_105_z,marker_106_x,marker_106_y,marker_106_z,marker_107_x,marker_107_y,marker_107_z,marker_108_x,marker_108_y,marker_108_z,marker_109_x,marker_109_y,marker_109_z,marker_110_x,marker_110_y,marker_110_z,marker_111_x,marker_111_y,marker_111_z,marker_112_x,marker_112_y,marker_112_z,marker_113_x,marker_113_y,marker_113_z,marker_114_x,marker_114_y,marker_114_z,marker_115_x,marker_115_y,marker_115_z,marker_116_x,marker_116_y,marker_116_z,marker_117_x,marker_117_y,marker_117_z,marker_118_x,marker_118_y,marker_118_z,marker_119_x,marker_119_y,marker_119_z,marker_120_x,marker_120_y,marker_120_z,marker_121_x,marker_121_y,marker_121_z,marker_122_x,marker_122_y,marker_122_z,marker_123_x,marker_123_y,marker_123_z,marker_124_x,marker_124_y,marker_124_z,marker_125_x,marker_125_y,marker_125_z,marker_126_x,marker_126_y,marker_126_z,marker_127_x,marker_127_y,marker_127_z,marker_128_x,marker_128_y,marker_128_z,marker_129_x,marker_129_y,marker_129_z,marker_130_x,marker_130_y,marker_130_z,marker_131_x,marker_131_y,marker_131_z,marker_132_x,marker_132_y,marker_132_z,marker_133_x,marker_133_y,marker_133_z,marker_134_x,marker_134_y,marker_134_z,marker_135_x,marker_135_y,marker_135_z,marker_136_x,marker_136_y,marker_136_z,marker_137_x,marker_137_y,marker_137_z,marker_138_x,marker_138_y,marker_138_z,marker_139_x,marker_139_y,marker_139_z,marker_140_x,marker_140_y,marker_140_z,marker_141_x,marker_141_y,marker_141_z,marker_142_x,marker_142_y,marker_142_z,marker_143_x,marker_143_y,marker_143_z,marker_144_x,marker_144_y,marker_144_z,marker_145_x,marker_145_y,marker_145_z,marker_146_x,marker_146_y,marker_146_z,marker_147_x,marker_147_y,marker_147_z,marker_148_x,marker_148_y,marker_148_z
-0.01424,-0.004417,-0.0791,0.01909,-0.004787,-0.0779,0.04904,-0.004787,-0.0634,0.07056,-0.004787,-0.03802,0.07983,-0.004787,-0.006065,0.0753,-0.004787,0.0269,0.05783,-0.004784,0.0552,0.0303,-0.004784,0.0739,-0.002441,-0.004787,0.07983,-0.03476,-0.004787,0.0719,-0.061,-0.004787,0.0514,-0.0768,-0.004787,0.0222,-0.0792,-0.004787,-0.01099,-0.068,-0.004784,-0.0423,-0.04498,-0.00478,-0.06635,-0.01348,-0.0303,-0.075,0.018,-0.03032,-0.07404,0.0464,-0.03032,-0.0604,0.0668,-0.03032,-0.03635,0.07556,-0.03032,-0.0061,0.07135,-0.03032,0.02512,0.05478,-0.03032,0.0519,0.02873,-0.03032,0.06964,-0.002274,-0.03032,0.07526,-0.03287,-0.03032,0.0678,-0.0578,-0.03033,0.04852,-0.0727,-0.03032,0.02075,-0.0751,-0.03032,-0.01066,-0.0644,-0.03032,-0.04028,-0.04263,-0.03032,-0.0631,-0.01268,-0.04092,-0.07056,0.019,-0.04092,-0.06915,0.04694,-0.04092,-0.0541,0.06555,-0.04092,-0.02844,0.0712,-0.04092,0.002758,0.06274,-0.04092,0.03333,0.04187,-0.04092,0.0572,0.01272,-0.04092,0.06964,-0.01897,-0.04092,0.06824,-0.04688,-0.04092,0.0532,-0.06555,-0.04095,0.02754,-0.07117,-0.04092,-0.003685,-0.06274,-0.04092,-0.03424,-0.04184,-0.04092,-0.05814,-0.01184,-0.04892,-0.066,0.01996,-0.04892,-0.06396,0.04718,-0.04892,-0.04742,0.0636,-0.04892,-0.02013,0.0655,-0.04892,0.01167,0.05234,-0.04892,0.04068,0.0272,-0.04892,0.06027,-0.004135,-0.04892,0.066,-0.03452,-0.04892,0.05643,-0.057,-0.04892,0.03384,-0.0664,-0.04895,0.003435,-0.0606,-0.04892,-0.02791,-0.04092,-0.04892,-0.05295,-0.01097,-0.05548,-0.06116,0.02084,-0.05548,-0.0585,0.0471,-0.05548,-0.0403,0.0607,-0.05548,-0.01145,0.05807,-0.05548,0.02036,0.0399,-0.05548,0.0466,0.01101,-0.05548,0.0602,-0.0208,-0.05548,0.0576,-0.04703,-0.05548,0.0394,-0.06067,-0.05548,0.01053,-0.05804,-0.05548,-0.02127,-0.03983,-0.05548,-0.04752,-0.01007,-0.06104,-0.05615,0.02165,-0.06104,-0.0528,0.0465,-0.06104,-0.03278,0.0566,-0.06104,-0.002522,0.04874,-0.06104,0.0284,0.02539,-0.06104,0.05014,-0.005993,-0.06104,0.05582,-0.03546,-0.06104,0.04364,-0.05368,-0.06104,0.01746,-0.05484,-0.06104,-0.01443,-0.0386,-0.06104,-0.04187,-0.00914,-0.0658,-0.05103,0.02234,-0.0658,-0.04678,0.0453,-0.0658,-0.02481,0.05096,-0.0658,0.006454,0.03717,-0.0658,0.03506,0.009186,-0.0658,0.0501,-0.02231,-0.0658,0.04584,-0.04526,-0.0658,0.02388,-0.0509,-0.0658,-0.00738,-0.0371,-0.0658,-0.036,-0.00819,-0.06995,-0.04578,0.02002,-0.0699,-0.04196,0.0406,-0.0699,-0.02228,0.04565,-0.0699,0.005733,0.0333,-0.0699,0.03137,0.00823,-0.0699,0.04486,-0.01997,-0.0699,0.04102,-0.04056,-0.0699,0.02135,-0.04562,-0.0699,-0.00666,-0.03326,-0.0699,-0.0323,-0.007217,-0.0735,-0.04044,0.02014,-0.0734,-0.0357,0.0381,-0.0734,-0.01452,0.0382,-0.0734,0.01324,0.02048,-0.0734,0.03458,-0.00684,-0.0734,0.03952,-0.03094,-0.0734,0.02576,-0.04056,-0.0734,-0.000275,-0.03119,-0.0734,-0.0264,-0.00623,-0.0765,-0.03497,0.01996,-0.0764,-0.02922,0.03445,-0.0764,-0.0067,0.02878,-0.0764,0.01947,0.006256,-0.0764,0.03397,-0.01991,-0.0764,0.02829,-0.03442,-0.0764,0.00577,-0.02873,-0.0764,-0.0204,-0.00522,-0.079,-0.02937,0.0193,-0.0789,-0.02252,0.0293,-0.0789,0.0008616,0.01724,-0.0789,0.02325,-0.007786,-0.0789,0.02779,-0.02693,-0.0789,0.01105,-0.02579,-0.0789,-0.01436,-0.00419,-0.081,-0.02371,0.01825,-0.0808,-0.0159,0.0225,-0.0808,0.007603,0.00428,-0.0808,0.02304,-0.0182,-0.0808,0.01498,-0.02246,-0.0808,-0.00853,-0.003153,-0.0826,-0.01797,0.01372,-0.08246,-0.01207,0.01692,-0.08246,0.0056,0.00322,-0.08246,0.01721,-0.01368,-0.08246,0.01114,-0.01688,-0.08246,-0.006527,-0.002106,-0.0837,-0.0122,0.00919,-0.0836,-0.00824,0.011345,-0.0836,0.003601,0.002165,-0.0836,0.011375,-0.00916,-0.0836,0.007313,-0.0113,-0.0836,-0.004524,-0.001061,-0.0844,-0.006416,0.004692,-0.08435,-0.0044,0.00577,-0.08435,0.001609,0.001108,-0.08435,0.005558,-0.004642,-0.08435,0.003492,-0.005733,-0.08435,-0.002506,2.635e-05,-0.08453,-0.0004523
0.0262,-0.00449,-0.0759,0.05466,-0.004852,-0.05872,0.0737,-0.00488,-0.03156,0.0799,-0.005062,0.001134,0.0728,-0.004852,0.03357,0.0529,-0.004852,0.0602,0.02382,-0.004852,0.0764,-0.00932,-0.004852,0.0794,-0.0408,-0.004852,0.06866,-0.0652,-0.004852,0.046,-0.0781,-0.004852,0.01529,-0.0778,-0.004852,-0.01787,-0.0638,-0.004852,-0.04807,-0.03876,-0.004852,-0.06995,-0.006947,-0.004852,-0.0798,0.02507,-0.03038,-0.07196,0.0521,-0.0304,-0.05576,0.0702,-0.0304,-0.02997,0.0763,-0.0304,0.0009527,0.0692,-0.0304,0.03165,0.0503,-0.0304,0.05685,0.02275,-0.0304,0.07214,-0.00862,-0.0304,0.07495,-0.03842,-0.0304,0.06476,-0.0615,-0.0304,0.04327,-0.0739,-0.03041,0.01435,-0.07336,-0.0304,-0.01721,-0.06006,-0.0304,-0.04578,-0.03632,-0.0304,-0.06647,-0.0062,-0.0304,-0.07574,0.02362,-0.041,-0.0677,0.05057,-0.04102,-0.05096,0.0676,-0.04102,-0.02423,0.07135,-0.04102,0.007263,0.0611,-0.04102,0.03726,0.0388,-0.04102,0.05984,0.008934,-0.04102,0.0705,-0.0226,-0.04102,0.06714,-0.04956,-0.04102,0.05045,-0.0666,-0.04102,0.0237,-0.07043,-0.04105,-0.00774,-0.06006,-0.04102,-0.03778,-0.03778,-0.04102,-0.06036,-0.00792,-0.04102,-0.07104,0.0221,-0.049,-0.06323,0.0489,-0.049,-0.046,0.0646,-0.049,-0.01826,0.0656,-0.049,0.01357,0.05173,-0.049,0.04224,0.02611,-0.049,0.0612,-0.005383,-0.049,0.06604,-0.03552,-0.049,0.0557,-0.0574,-0.049,0.03256,-0.06604,-0.049,0.001883,-0.05948,-0.04904,-0.02924,-0.03906,-0.049,-0.0538,-0.00964,-0.049,-0.06604,0.02051,-0.05554,-0.0586,0.047,-0.05554,-0.0408,0.06104,-0.05554,-0.012115,0.05884,-0.05554,0.01973,0.04102,-0.05554,0.04623,0.01236,-0.05554,0.06024,-0.01949,-0.05554,0.05807,-0.046,-0.05554,0.04025,-0.06003,-0.05554,0.01158,-0.05783,-0.05554,-0.02026,-0.0401,-0.05563,-0.04672,-0.011345,-0.05554,-0.0608,0.01886,-0.0611,-0.05383,0.04492,-0.0611,-0.0354,0.05685,-0.0611,-0.005814,0.0509,-0.0611,0.02553,0.02896,-0.0611,0.04868,-0.002022,-0.0611,0.0563,-0.0322,-0.0611,0.04596,-0.052,-0.0611,0.02094,-0.0551,-0.0611,-0.01082,-0.0406,-0.0611,-0.0392,-0.01305,-0.06116,-0.05524,0.01718,-0.06586,-0.0489,0.04257,-0.06586,-0.02982,0.0519,-0.06586,0.0005608,0.0416,-0.06586,0.03061,0.0156,-0.06586,0.0489,-0.01616,-0.06586,0.04837,-0.04156,-0.06586,0.02928,-0.0509,-0.06586,-0.001093,-0.0406,-0.06586,-0.03114,-0.01459,-0.06586,-0.0494,0.01544,-0.07,-0.04382,0.0382,-0.06995,-0.02673,0.04657,-0.06995,0.000475,0.03732,-0.06995,0.0274,0.01403,-0.06995,0.04376,-0.01443,-0.06995,0.0433,-0.03717,-0.06995,0.0262,-0.04553,-0.06995,-0.001007,-0.03632,-0.06995,-0.02794,-0.01302,-0.06995,-0.04428,0.01368,-0.07355,-0.0387,0.03525,-0.0735,-0.02121,0.0406,-0.0735,0.006027,0.02718,-0.0735,0.03032,0.001269,-0.0735,0.0403,-0.025,-0.0735,0.0313,-0.0393,-0.0735,0.00753,-0.035,-0.0735,-0.0199,-0.014084,-0.0735,-0.03812,0.01187,-0.07654,-0.03345,0.03192,-0.0765,-0.01566,0.0336,-0.0765,0.01108,0.01588,-0.0765,0.03116,-0.01084,-0.0765,0.03284,-0.03093,-0.0765,0.015114,-0.0326,-0.0765,-0.01161,-0.01488,-0.0765,-0.0317,0.01003,-0.07904,-0.02808,0.0281,-0.079,-0.010124,0.02542,-0.079,0.01517,0.00397,-0.079,0.02884,-0.02008,-0.079,0.02058,-0.02864,-0.079,-0.003363,-0.01524,-0.079,-0.02498,0.00817,-0.08105,-0.02263,0.02396,-0.0809,-0.004864,0.0162,-0.0809,0.01775,-0.007236,-0.0809,0.02234,-0.02293,-0.0809,0.00433,-0.0152,-0.0809,-0.01826,0.00628,-0.08264,-0.01712,0.01813,-0.0825,-0.003717,0.01231,-0.0825,0.01327,-0.005314,-0.0825,0.01672,-0.01712,-0.0825,0.003187,-0.01129,-0.0825,-0.0138,0.004375,-0.08374,-0.01156,0.01231,-0.0837,-0.00258,0.008415,-0.0837,0.0088,-0.003393,-0.0837,0.011116,-0.0113,-0.0837,0.002048,-0.007397,-0.0837,-0.00933,0.002468,-0.0845,-0.006,0.006504,-0.0844,-0.001421,0.004513,-0.0844,0.00435,-0.001473,-0.0844,0.005516,-0.00549,-0.0844,0.000923,-0.003527,-0.0844,-0.004856,0.0005045,-0.08453,-0.0002637
-0.0462,-0.004295,0.06573,-0.06854,-0.004776,0.0415,-0.0795,-0.004753,0.01001,-0.0768,-0.004753,-0.02321,-0.06064,-0.004753,-0.05228,-0.03412,-0.004753,-0.0724,-0.001721,-0.004753,-0.08,0.03096,-0.004753,-0.07385,0.0582,-0.004753,-0.05475,0.0755,-0.004753,-0.02637,0.07935,-0.004753,0.00691,0.07007,-0.004753,0.03857,0.0482,-0.004753,0.06366,0.01814,-0.004753,0.07794,-0.015144,-0.004753,0.07874,-0.04495,-0.03012,0.06122,-0.0659,-0.03038,0.0377,-0.0756,-0.03036,0.00781,-0.0723,-0.03035,-0.02347,-0.05655,-0.03035,-0.05072,-0.03107,-0.03033,-0.0692,-0.0002737,-0.03033,-0.0757,0.03056,-0.03032,-0.06903,0.056,-0.03036,-0.05054,0.0716,-0.03041,-0.02332,0.07544,-0.0305,0.007793,0.0652,-0.03036,0.03784,0.04407,-0.03036,0.06128,0.0153,-0.03036,0.07404,-0.01619,-0.03036,0.07404,-0.0423,-0.04074,0.0576,-0.0631,-0.041,0.03363,-0.0715,-0.041,0.003117,-0.0658,-0.04095,-0.02806,-0.04715,-0.04095,-0.05365,-0.0192,-0.04095,-0.06866,0.01246,-0.04095,-0.06995,0.0417,-0.04102,-0.05734,0.06235,-0.04102,-0.0337,0.0708,-0.041,-0.003193,0.0657,-0.0412,0.02791,0.04648,-0.041,0.0536,0.01851,-0.041,0.0686,-0.01315,-0.041,0.07,-0.03955,-0.04874,0.0538,-0.06,-0.04898,0.02937,-0.06683,-0.04898,-0.001692,-0.05844,-0.04895,-0.03235,-0.03674,-0.04895,-0.05566,-0.006695,-0.04895,-0.06616,0.02478,-0.04895,-0.0615,0.0505,-0.04895,-0.04285,0.0646,-0.04898,-0.01431,0.06384,-0.04898,0.01746,0.04892,-0.04935,0.04526,0.02173,-0.04898,0.0627,-0.01004,-0.04898,0.0658,-0.03668,-0.0553,0.04987,-0.05667,-0.0555,0.02496,-0.0616,-0.0555,-0.006508,-0.05017,-0.0555,-0.03625,-0.02531,-0.05548,-0.05634,0.006123,-0.0555,-0.06125,0.03592,-0.0555,-0.0498,0.05597,-0.0555,-0.02502,0.0609,-0.0555,0.006477,0.04953,-0.0555,0.0362,0.02515,-0.05603,0.05624,-0.006783,-0.0555,0.06122,-0.03366,-0.06085,0.0458,-0.0531,-0.06107,0.02043,-0.0558,-0.06107,-0.011314,-0.04092,-0.06104,-0.03943,-0.01306,-0.06104,-0.0551,0.01872,-0.0611,-0.05322,0.04446,-0.06107,-0.03452,0.056,-0.06107,-0.00481,0.04965,-0.06107,0.02643,0.02745,-0.06107,0.04926,-0.003473,-0.06143,0.05637,-0.03065,-0.0656,0.0416,-0.04922,-0.06586,0.0158,-0.0492,-0.06586,-0.01595,-0.0305,-0.0658,-0.04156,-0.0002599,-0.06586,-0.05136,0.02986,-0.06586,-0.04153,0.0485,-0.06586,-0.01584,0.04846,-0.06586,0.0159,0.02979,-0.06586,0.04156,-0.0004225,-0.06586,0.05133,-0.02751,-0.0697,0.03726,-0.04413,-0.06995,0.01415,-0.0441,-0.06995,-0.0143,-0.02736,-0.06995,-0.03726,-0.0002975,-0.06995,-0.04605,0.02672,-0.06995,-0.03723,0.04343,-0.06995,-0.0142,0.0434,-0.06995,0.014244,0.02664,-0.06995,0.03723,-0.0004168,-0.06995,0.046,-0.02432,-0.0733,0.0329,-0.0397,-0.0735,0.00975,-0.03677,-0.0735,-0.01784,-0.0168,-0.0735,-0.03708,0.010864,-0.0735,-0.039,0.03326,-0.0735,-0.02266,0.03995,-0.0735,0.004257,0.02777,-0.0735,0.02917,0.00242,-0.0735,0.04044,-0.02107,-0.0763,0.02841,-0.03488,-0.0765,0.00541,-0.02863,-0.0765,-0.0206,-0.005783,-0.0765,-0.03455,0.02022,-0.0765,-0.02829,0.03418,-0.0765,-0.00546,0.02791,-0.0765,0.02055,0.005066,-0.0765,0.03452,-0.01773,-0.0788,0.02383,-0.02962,-0.079,0.001258,-0.0196,-0.079,-0.0221,0.004906,-0.0789,-0.02882,0.02544,-0.079,-0.01388,0.02655,-0.079,0.01151,0.007393,-0.079,0.02821,-0.01435,-0.0808,0.0192,-0.02411,-0.0809,-0.002556,-0.01005,-0.0809,-0.02185,0.0137,-0.0809,-0.01933,0.02339,-0.0809,0.0025,0.009315,-0.0809,0.0218,-0.010925,-0.0824,0.0145,-0.0182,-0.0825,-0.00192,-0.007652,-0.0825,-0.01642,0.0102,-0.0825,-0.014534,0.01749,-0.0825,0.001864,0.00692,-0.0825,0.01637,-0.007477,-0.08356,0.009766,-0.01233,-0.0837,-0.00128,-0.005245,-0.0837,-0.01101,0.006702,-0.0837,-0.00975,0.01159,-0.0837,0.001225,0.004528,-0.0837,0.01096,-0.00407,-0.0842,0.005,-0.006416,-0.0843,-0.000737,-0.002785,-0.08435,-0.00562,0.00325,-0.08435,-0.00493,0.0057,-0.08435,0.0006323,0.002106,-0.08435,0.005547,-0.000483,-0.08435,0.0001438
0.05923,-0.00469,-0.05426,0.0754,-0.00547,-0.02626,0.0787,-0.00574,0.007416,0.0697,-0.004963,0.03934,0.0477,-0.004963,0.0643,0.01743,-0.004963,0.07806,-0.01585,-0.004963,0.07837,-0.04636,-0.004963,0.0651,-0.06885,-0.004963,0.04056,-0.0794,-0.004963,0.009,-0.07605,-0.004963,-0.02419,-0.05984,-0.004963,-0.0531,-0.0331,-0.004963,-0.0729,-0.000611,-0.004963,-0.0801,0.03198,-0.004963,-0.0735,0.05618,-0.03058,-0.05142,0.0721,-0.03076,-0.02432,0.07556,-0.03075,0.00711,0.06616,-0.03073,0.0371,0.0453,-0.03073,0.0607,0.01659,-0.03073,0.0737,-0.014915,-0.03073,0.074,-0.0438,-0.03073,0.0614,-0.06506,-0.03073,0.03815,-0.0751,-0.03073,0.008255,-0.072,-0.03073,-0.0231,-0.05646,-0.03073,-0.05054,-0.03113,-0.03073,-0.0693,-0.0003526,-0.03073,-0.07605,0.03052,-0.03073,-0.0697,0.05286,-0.0412,-0.0484,0.0685,-0.04135,-0.0208,0.0706,-0.04135,0.01087,0.05884,-0.04135,0.0403,0.03546,-0.04135,0.0617,0.005077,-0.04135,0.07086,-0.02626,-0.04135,0.0659,-0.05234,-0.04135,0.04785,-0.068,-0.04135,0.02026,-0.0701,-0.04135,-0.01138,-0.05835,-0.04135,-0.0408,-0.03494,-0.04135,-0.06226,-0.004578,-0.04135,-0.07135,0.02675,-0.04135,-0.0664,0.04938,-0.04922,-0.04523,0.06464,-0.04935,-0.01723,0.0651,-0.04935,0.01463,0.05078,-0.04935,0.0431,0.02484,-0.04935,0.06158,-0.006718,-0.04935,0.0659,-0.03668,-0.04935,0.0551,-0.0582,-0.04935,0.03162,-0.06635,-0.04935,0.0008035,-0.05917,-0.04935,-0.03026,-0.03842,-0.04932,-0.0544,-0.00882,-0.04935,-0.0662,0.02286,-0.04935,-0.06287,0.04578,-0.05576,-0.04193,0.0605,-0.05588,-0.013565,0.05905,-0.05588,0.01833,0.04187,-0.05588,0.04526,0.01355,-0.05588,0.05997,-0.01834,-0.05588,0.05856,-0.04526,-0.05588,0.04138,-0.06,-0.05588,0.01305,-0.05856,-0.05588,-0.01886,-0.04138,-0.05588,-0.04578,-0.01304,-0.05588,-0.0605,0.01886,-0.05588,-0.05908,0.04205,-0.06134,-0.0385,0.05606,-0.06143,-0.00983,0.05237,-0.06143,0.02187,0.03214,-0.06143,0.04654,0.001776,-0.06143,0.05634,-0.02907,-0.06143,0.0482,-0.0506,-0.06143,0.02464,-0.056,-0.06143,-0.006805,-0.04355,-0.06143,-0.03616,-0.01715,-0.06143,-0.05414,0.01476,-0.06137,-0.055,0.0382,-0.0661,-0.035,0.05133,-0.0662,-0.006042,0.04498,-0.0662,0.02509,0.02153,-0.0662,0.04654,-0.01004,-0.0662,0.0501,-0.0377,-0.0662,0.03445,-0.05084,-0.0662,0.00552,-0.0445,-0.0662,-0.02562,-0.02104,-0.0662,-0.04706,0.01054,-0.0662,-0.05063,0.03427,-0.0702,-0.03137,0.04602,-0.0703,-0.00544,0.0403,-0.0703,0.02245,0.01932,-0.0703,0.04166,-0.00897,-0.0703,0.04486,-0.03375,-0.0703,0.03084,-0.04553,-0.0703,0.004917,-0.03983,-0.0703,-0.02298,-0.01883,-0.0703,-0.0422,0.00947,-0.0703,-0.04538,0.03027,-0.0738,-0.02773,0.0408,-0.07385,-0.002,0.03244,-0.07385,0.02448,0.009,-0.07385,0.03937,-0.01852,-0.07385,0.03574,-0.03726,-0.07385,0.01524,-0.03845,-0.07385,-0.0125,-0.02153,-0.07385,-0.03452,0.005577,-0.07385,-0.0405,0.02617,-0.0768,-0.02397,0.03522,-0.07684,0.001292,0.02386,-0.07684,0.02556,-0.001306,-0.07684,0.0347,-0.02557,-0.07684,0.02336,-0.03473,-0.07684,-0.001815,-0.02338,-0.07684,-0.02608,0.001804,-0.07684,-0.03522,0.02199,-0.0793,-0.02016,0.0292,-0.07935,0.00431,0.014725,-0.07935,0.02522,-0.01065,-0.07935,0.02695,-0.02783,-0.07935,0.00819,-0.02385,-0.07935,-0.01694,-0.001736,-0.07935,-0.02951,0.01773,-0.0813,-0.01627,0.02304,-0.08124,0.00694,0.005405,-0.08124,0.02309,-0.0174,-0.08124,0.01588,-0.02255,-0.08124,-0.007465,-0.00491,-0.08124,-0.0236,0.01344,-0.0829,-0.01234,0.01736,-0.0829,0.00515,0.004124,-0.0829,0.01727,-0.01301,-0.0829,0.01187,-0.01688,-0.0829,-0.005672,-0.003626,-0.0829,-0.01779,0.00911,-0.084,-0.00837,0.01172,-0.084,0.003357,0.00285,-0.084,0.01149,-0.00863,-0.084,0.007866,-0.01123,-0.084,-0.003893,-0.002338,-0.084,-0.01202,0.004765,-0.0847,-0.00439,0.006073,-0.0847,0.00158,0.001578,-0.0847,0.0057,-0.004253,-0.0847,0.003876,-0.005585,-0.0847,-0.002098,-0.001076,-0.0847,-0.00623,0.0002737,-0.08484,-0.0003023
